Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee
CUST0125,Female,South,46.0,Smartphone,Electronics,800.0,5,4000,10.62
CUST0165,Female,West,49.0,Keyboard,Accessories,50.0,4,200,19.72
CUST0057,Male,North,62.0,Keyboard,Accessories,50.0,4,200,12.79
CUST0207,Male,South,54.0,Laptop,Electronics,1500.0,1,1500,5.16
CUST0167,Female,North,67.0,Headphones,Accessories,100.0,2,200,11.65
CUST0006,Male,South,52.0,Laptop,Electronics,1500.0,5,7500,19.69
CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,17.27
CUST0112,Male,North,33.0,Monitor,Electronics,300.0,4,1200,14.88
CUST0244,Female,West,24.0,Headphones,Accessories,100.0,3,300,8.49
CUST0218,Male,East,36.0,Headphones,Accessories,100.0,2,200,7.71
CUST0073,Male,North,19.0,Monitor,Electronics,300.0,5,1500,13.7
CUST0083,Male,East,28.0,Monitor,Electronics,300.0,1,300,17.98
CUST0065,Female,East,,Headphones,Accessories,100.0,2,200,13.06
CUST0096,Female,,61.0,Smartphone,Electronics,800.0,4,3200,11.79
CUST0060,Male,South,41.0,Keyboard,Accessories,50.0,4,200,19.12
CUST0045,Male,East,21.0,Mouse,Accessories,30.0,1,30,6.17
CUST0296,Female,North,50.0,Keyboard,Accessories,50.0,2,100,13.82
CUST0261,Male,West,48.0,Laptop,Electronics,1500.0,5,7500,15.95
CUST0077,Male,South,50.0,Keyboard,Accessories,50.0,5,250,10.89
CUST0227,Female,West,54.0,Keyboard,Accessories,50.0,4,200,9.22
CUST0284,Female,North,64.0,Keyboard,Accessories,50.0,3,150,17.76
CUST0245,Male,North,63.0,Mouse,Accessories,30.0,1,30,13.28
CUST0133,Female,North,47.0,Smartphone,Electronics,800.0,1,800,11.29
CUST0179,Male,North,45.0,Keyboard,Accessories,50.0,2,100,19.04
CUST0022,Female,North,33.0,Smartwatch,Wearables,200.0,2,400,10.07
CUST0269,Female,East,64.0,Laptop,Electronics,1500.0,5,7500,6.53
CUST0181,Male,East,59.0,Smartwatch,Wearables,200.0,3,600,9.82
CUST0170,Female,South,40.0,Mouse,Accessories,30.0,5,150,8.64
CUST0182,Male,West,,Monitor,Electronics,300.0,5,1500,7.77
CUST0219,Male,,48.0,Mouse,Accessories,62.191212249733034,2,60,7.4
CUST0037,Male,West,51.0,Keyboard,Accessories,103.65202041622172,4,200,11.41
CUST0006,Female,West,52.0,Monitor,Electronics,300.0,3,900,5.66
CUST0125,Female,West,46.0,Mouse,Accessories,30.0,4,120,5.71
CUST0006,Male,North,52.0,Smartwatch,Wearables,200.0,1,200,13.68
CUST0091,Female,South,30.0,Mouse,Accessories,30.0,1,30,18.29
CUST0064,Male,North,61.0,Smartphone,Electronics,800.0,5,4000,6.31
CUST0286,Female,North,63.0,Laptop,Electronics,1500.0,1,1500,13.15
CUST0288,Male,West,55.0,Headphones,Accessories,100.0,2,200,16.23
CUST0019,Female,East,69.0,Keyboard,Accessories,50.0,1,50,14.53
CUST0236,Male,East,18.0,Keyboard,Accessories,50.0,2,100,11.25
CUST0159,Male,West,18.0,Keyboard,Accessories,50.0,5,250,11.11
CUST0251,Male,North,42.0,Mouse,Accessories,30.0,2,60,18.98
CUST0159,Male,North,18.0,Headphones,Accessories,100.0,1,100,18.47
CUST0064,Male,West,61.0,Monitor,Electronics,300.0,4,1200,18.5
CUST0099,Female,South,26.0,Laptop,Electronics,1500.0,4,6000,15.74
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,4,3200,18.2
CUST0024,Female,East,57.0,Smartwatch,Wearables,200.0,2,400,17.94
CUST0113,Male,South,38.0,Smartphone,Electronics,800.0,2,1600,16.51
CUST0192,Female,North,58.0,Smartwatch,Wearables,200.0,4,800,9.97
CUST0153,Female,East,40.0,Monitor,Electronics,300.0,1,300,6.85
CUST0057,Female,East,62.0,Keyboard,Accessories,50.0,5,250,14.04
CUST0192,Male,,58.0,Keyboard,Accessories,50.0,3,150,6.37
CUST0150,Female,North,63.0,Laptop,Electronics,1500.0,3,4500,18.66
CUST0203,Male,South,33.0,Mouse,Accessories,30.0,1,30,7.78
CUST0163,Female,North,22.0,Headphones,Accessories,100.0,3,300,6.16
CUST0203,Female,East,33.0,Laptop,Electronics,1500.0,3,4500,6.92
CUST0223,Female,,20.0,Mouse,Accessories,62.191212249733034,2,60,15.12
CUST0266,Male,North,,Mouse,Accessories,30.0,5,150,16.86
CUST0227,Male,West,54.0,Smartphone,Electronics,800.0,3,2400,18.76
CUST0289,Male,West,37.0,Laptop,Electronics,1500.0,5,7500,6.68
CUST0046,Female,South,22.0,Laptop,Electronics,1500.0,3,4500,11.69
CUST0173,Male,,65.0,Headphones,Accessories,100.0,1,100,19.28
CUST0008,Female,North,,Headphones,Accessories,100.0,5,500,16.04
CUST0015,Male,West,58.0,Headphones,Accessories,100.0,3,300,6.08
CUST0002,Male,East,23.0,Smartphone,Electronics,800.0,1,800,12.64
CUST0189,Female,South,38.0,Mouse,Accessories,30.0,1,30,10.92
CUST0137,Male,North,19.0,Smartphone,Electronics,800.0,3,2400,16.82
CUST0139,Male,South,,Smartwatch,Wearables,200.0,2,400,9.18
CUST0033,Female,South,,Monitor,Electronics,300.0,2,600,15.3
CUST0297,Male,North,61.0,Monitor,Electronics,300.0,2,600,13.84
CUST0008,Female,North,18.0,Keyboard,Accessories,50.0,3,150,13.86
CUST0267,Male,North,29.0,Laptop,Electronics,1500.0,3,4500,14.23
CUST0028,Male,,50.0,Smartwatch,Wearables,200.0,5,1000,6.09
CUST0078,Female,North,38.0,Laptop,Electronics,1500.0,3,4500,19.98
CUST0003,Male,North,63.0,Smartphone,Electronics,800.0,5,4000,11.1
CUST0049,Female,North,59.0,Laptop,Electronics,1500.0,1,1500,12.63
CUST0212,Female,North,,Laptop,Electronics,1500.0,5,7500,10.18
CUST0146,Male,North,47.0,Smartphone,Electronics,800.0,1,800,10.16
CUST0082,Female,,,Smartwatch,Wearables,200.0,1,200,6.03
CUST0036,Female,North,33.0,Keyboard,Accessories,50.0,1,50,6.06
CUST0155,Female,North,41.0,Laptop,Electronics,1500.0,2,3000,9.21
CUST0138,Male,North,46.0,Keyboard,Accessories,50.0,3,150,5.09
CUST0201,Female,North,49.0,Mouse,Accessories,30.0,2,60,8.39
CUST0197,Female,West,54.0,Mouse,Accessories,30.0,2,60,8.59
CUST0082,Male,West,30.0,Laptop,Electronics,1500.0,1,1500,9.98
CUST0091,Male,East,30.0,Laptop,Electronics,1500.0,5,7500,7.58
CUST0066,Male,West,37.0,Laptop,Electronics,1500.0,2,3000,5.69
CUST0026,Female,East,27.0,Monitor,Electronics,300.0,1,300,16.61
CUST0078,Female,West,38.0,Smartwatch,Wearables,200.0,4,800,18.89
CUST0281,Male,West,44.0,Keyboard,Accessories,50.0,4,200,19.81
CUST0299,Male,West,58.0,Headphones,Accessories,100.0,5,500,14.5
CUST0053,Female,East,25.0,Smartwatch,Wearables,200.0,5,1000,16.41
CUST0239,Male,North,35.0,Smartwatch,Wearables,200.0,1,200,7.32
CUST0069,Male,East,,Headphones,Accessories,100.0,3,300,10.81
CUST0245,Male,West,63.0,Mouse,Accessories,30.0,3,90,13.95
CUST0258,Female,South,39.0,Monitor,Electronics,300.0,4,1200,9.55
CUST0177,Male,South,29.0,Smartwatch,Wearables,200.0,3,600,13.87
CUST0140,Male,East,,Headphones,Accessories,100.0,2,200,10.96
CUST0089,Female,North,27.0,Mouse,Accessories,30.0,3,90,6.45
CUST0168,Female,West,42.0,Smartphone,Electronics,800.0,2,1600,13.79
CUST0176,Male,East,51.0,Laptop,Electronics,1500.0,3,4500,16.42
CUST0089,Female,South,27.0,Monitor,Electronics,300.0,3,900,7.99
CUST0281,Female,West,44.0,Keyboard,Accessories,50.0,2,100,6.45
CUST0044,Male,East,30.0,Mouse,Accessories,30.0,5,150,16.62
CUST0137,Female,South,,Monitor,Electronics,300.0,5,1500,6.0
CUST0174,Female,East,68.0,Laptop,Electronics,1500.0,1,1500,16.34
CUST0141,Female,East,58.0,Mouse,Accessories,30.0,1,30,12.22
CUST0202,Male,South,56.0,Mouse,Accessories,30.0,3,90,5.07
CUST0259,Male,West,59.0,Laptop,Electronics,1500.0,2,3000,7.5
CUST0045,Female,East,21.0,Smartphone,Electronics,800.0,3,2400,15.78
CUST0168,Female,West,42.0,Keyboard,Accessories,50.0,1,50,15.92
CUST0027,Female,,36.0,Keyboard,Accessories,50.0,5,250,11.09
CUST0228,Male,South,25.0,Mouse,Accessories,30.0,4,120,18.6
CUST0199,Female,South,41.0,Smartphone,Electronics,800.0,4,3200,16.45
CUST0065,Male,North,41.0,Headphones,Accessories,100.0,5,500,19.62
CUST0146,Female,East,47.0,Laptop,Electronics,1500.0,3,4500,8.87
CUST0093,Male,North,66.0,Monitor,Electronics,300.0,1,300,16.58
CUST0168,Female,South,42.0,Monitor,Electronics,300.0,1,300,14.7
CUST0216,Male,South,53.0,Smartphone,Electronics,800.0,2,1600,16.23
CUST0062,Male,West,43.0,Headphones,Accessories,100.0,4,400,11.4
CUST0125,Male,West,46.0,Smartphone,Electronics,800.0,5,4000,19.08
CUST0060,Male,,41.0,Keyboard,Accessories,50.0,1,50,5.56
CUST0056,Female,South,23.0,Smartwatch,Wearables,200.0,2,400,5.73
CUST0247,Male,South,44.0,Smartphone,Electronics,800.0,1,800,7.11
CUST0131,Female,East,67.0,Monitor,Electronics,300.0,1,300,15.92
CUST0114,Female,West,60.0,Monitor,Electronics,300.0,3,900,18.61
CUST0082,Female,,,Smartphone,Electronics,800.0,4,3200,13.77
CUST0184,Female,West,54.0,Mouse,Accessories,30.0,3,90,14.78
CUST0075,Female,South,56.0,Monitor,Electronics,300.0,2,600,13.6
CUST0142,Male,East,32.0,Monitor,Electronics,300.0,1,300,15.5
CUST0076,Male,East,26.0,Headphones,Accessories,100.0,5,500,16.96
CUST0105,Male,East,27.0,Smartwatch,Wearables,200.0,5,1000,12.0
CUST0004,Female,West,65.0,Keyboard,Accessories,50.0,3,150,19.62
CUST0127,Male,North,62.0,Smartwatch,Wearables,200.0,2,400,11.66
CUST0072,Male,South,21.0,Headphones,Accessories,100.0,1,100,11.24
CUST0216,Male,North,53.0,Smartphone,Electronics,800.0,4,3200,6.27
CUST0156,Female,South,57.0,Smartphone,Electronics,800.0,4,3200,16.09
CUST0052,Male,North,66.0,Mouse,Accessories,30.0,4,120,8.24
CUST0226,Female,West,,Smartphone,Electronics,800.0,4,3200,17.91
CUST0270,Female,West,64.0,Laptop,Electronics,1500.0,1,1500,18.88
CUST0269,Male,North,64.0,Monitor,Electronics,621.9121224973303,5,1500,6.93
CUST0183,Female,West,42.0,Smartphone,Electronics,800.0,3,2400,7.22
CUST0205,Male,South,43.0,Keyboard,Accessories,50.0,2,100,5.05
CUST0080,Female,East,51.0,Headphones,Accessories,100.0,1,100,19.84
CUST0208,Female,West,57.0,Laptop,Electronics,1500.0,1,1500,16.28
CUST0186,Female,West,55.0,Mouse,Accessories,30.0,5,150,17.36
CUST0109,Female,,57.0,Mouse,Accessories,30.0,1,30,9.59
CUST0028,Female,East,50.0,Headphones,Accessories,100.0,5,500,16.11
CUST0083,Male,West,28.0,Keyboard,Accessories,50.0,2,100,9.48
CUST0027,Female,South,36.0,Monitor,Electronics,300.0,2,600,18.44
CUST0203,Female,South,33.0,Keyboard,Accessories,50.0,5,250,8.43
CUST0095,Female,East,,Laptop,Electronics,1500.0,5,7500,7.38
CUST0204,Male,North,54.0,Smartphone,Electronics,800.0,2,1600,6.45
CUST0165,Male,West,49.0,Keyboard,Accessories,50.0,1,50,8.97
CUST0269,Male,North,64.0,Headphones,Accessories,100.0,3,300,11.64
CUST0134,Male,North,,Monitor,Electronics,621.9121224973303,5,1500,7.22
CUST0116,Female,East,,Headphones,Accessories,100.0,2,200,15.13
CUST0137,Female,West,19.0,Smartphone,Electronics,800.0,3,2400,11.21
CUST0100,Male,West,29.0,Keyboard,Accessories,50.0,2,100,5.18
CUST0282,Male,North,68.0,Smartwatch,Wearables,200.0,3,600,7.93
CUST0094,Male,North,30.0,Laptop,Electronics,1500.0,1,1500,14.53
CUST0194,Female,West,61.0,Mouse,Accessories,62.191212249733034,1,30,10.41
CUST0174,Female,North,,Smartphone,Electronics,800.0,4,3200,9.45
CUST0273,Female,South,,Laptop,Electronics,1500.0,2,3000,9.01
CUST0188,Male,North,29.0,Smartphone,Electronics,800.0,5,4000,6.06
CUST0109,Male,West,57.0,Keyboard,Accessories,50.0,3,150,11.12
CUST0081,Male,West,38.0,Smartwatch,Wearables,200.0,3,600,19.89
CUST0298,Male,North,58.0,Smartphone,Electronics,800.0,4,3200,18.55
CUST0189,Female,East,38.0,Monitor,Electronics,300.0,1,300,11.89
CUST0092,Female,East,32.0,Smartphone,Electronics,800.0,3,2400,14.12
CUST0254,Female,West,,Mouse,Accessories,30.0,2,60,7.56
CUST0150,Male,South,63.0,Headphones,Accessories,100.0,4,400,11.39
CUST0264,Female,West,59.0,Keyboard,Accessories,103.65202041622172,4,200,10.49
CUST0105,Male,West,27.0,Headphones,Accessories,100.0,3,300,17.92
CUST0253,Female,West,51.0,Laptop,Electronics,1500.0,1,1500,12.36
CUST0188,Male,West,29.0,Monitor,Electronics,300.0,4,1200,8.15
CUST0052,Male,East,66.0,Monitor,Electronics,300.0,2,600,19.1
CUST0204,Male,East,54.0,Smartwatch,Wearables,200.0,5,1000,10.03
CUST0180,Male,East,68.0,Monitor,Electronics,300.0,3,900,5.0
CUST0189,Female,West,,Laptop,Electronics,1500.0,3,4500,9.92
CUST0023,Female,South,29.0,Monitor,Electronics,300.0,3,900,18.32
CUST0263,Female,West,40.0,Smartwatch,Wearables,200.0,1,200,8.82
CUST0195,Male,West,48.0,Keyboard,Accessories,50.0,3,150,16.84
CUST0272,Female,West,52.0,Laptop,Electronics,1500.0,5,7500,9.45
CUST0256,Male,East,69.0,Monitor,Electronics,300.0,4,1200,8.25
CUST0131,Male,North,67.0,Smartphone,Electronics,800.0,4,3200,14.61
CUST0279,Female,North,59.0,Mouse,Accessories,30.0,1,30,6.08
CUST0250,Female,West,64.0,Smartwatch,Wearables,200.0,2,400,15.94
CUST0012,Male,East,,Mouse,Accessories,30.0,3,90,16.49
CUST0127,Female,South,62.0,Smartphone,Electronics,800.0,4,3200,6.66
CUST0128,Female,North,52.0,Monitor,Electronics,621.9121224973303,3,900,11.04
CUST0155,Male,West,41.0,Headphones,Accessories,100.0,3,300,11.98
CUST0115,Male,South,53.0,Headphones,Accessories,100.0,5,500,5.93
CUST0115,Male,West,53.0,Smartwatch,Wearables,200.0,5,1000,19.43
CUST0282,Male,East,68.0,Smartphone,Electronics,800.0,3,2400,8.23
CUST0158,Male,West,51.0,Smartphone,Electronics,800.0,1,800,18.58
CUST0088,Female,South,66.0,Laptop,Electronics,1500.0,1,1500,13.16
CUST0124,Male,South,53.0,Monitor,Electronics,300.0,2,600,8.51
CUST0055,Female,North,45.0,Smartwatch,Wearables,200.0,2,400,10.82
CUST0201,Female,South,49.0,Laptop,Electronics,1500.0,3,4500,17.62
CUST0256,Female,West,69.0,Mouse,Accessories,30.0,5,150,9.07
CUST0055,Male,East,45.0,Keyboard,Accessories,50.0,1,50,11.27
CUST0076,Male,South,26.0,Monitor,Electronics,300.0,4,1200,6.9
CUST0273,Male,South,55.0,Monitor,Electronics,300.0,3,900,7.31
CUST0022,Female,,33.0,Mouse,Accessories,30.0,1,30,15.29
CUST0204,Male,East,54.0,Laptop,Electronics,1500.0,2,3000,12.68
CUST0194,Female,South,61.0,Mouse,Accessories,30.0,1,30,19.54
CUST0138,Male,East,46.0,Smartphone,Electronics,800.0,4,3200,17.82
CUST0071,Female,North,46.0,Mouse,Accessories,30.0,4,120,10.01
CUST0044,Female,North,30.0,Keyboard,Accessories,50.0,4,200,16.61
CUST0273,Male,South,55.0,Headphones,Accessories,100.0,4,400,18.99
CUST0196,Female,East,37.0,Headphones,Accessories,100.0,4,400,11.4
CUST0212,Female,East,62.0,Mouse,Accessories,30.0,2,60,8.36
CUST0106,Female,East,,Mouse,Accessories,30.0,5,150,10.03
CUST0133,Male,North,47.0,Headphones,Accessories,100.0,3,300,15.0
CUST0262,Male,West,27.0,Mouse,Accessories,30.0,4,120,16.05
CUST0280,Female,East,44.0,Keyboard,Accessories,50.0,4,200,12.3
CUST0074,Male,North,36.0,Smartwatch,Wearables,200.0,2,400,12.03
CUST0300,Female,East,,Mouse,Accessories,30.0,3,90,11.56
CUST0027,Female,North,36.0,Laptop,Electronics,1500.0,4,6000,11.21
CUST0016,Male,South,61.0,Smartphone,Electronics,800.0,1,800,17.43
CUST0152,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,13.57
CUST0278,Female,East,52.0,Smartwatch,Wearables,200.0,3,600,10.21
CUST0095,Female,South,60.0,Smartphone,Electronics,800.0,5,4000,18.75
CUST0229,Male,West,45.0,Monitor,Electronics,300.0,1,300,16.7
CUST0128,Male,West,52.0,Monitor,Electronics,300.0,1,300,14.67
CUST0032,Female,South,63.0,Monitor,Electronics,300.0,5,1500,18.0
CUST0283,Female,South,67.0,Keyboard,Accessories,50.0,5,250,10.04
CUST0238,Male,West,26.0,Keyboard,Accessories,50.0,4,200,10.23
CUST0051,Male,West,41.0,Smartwatch,Wearables,200.0,4,800,8.56
CUST0144,Female,South,,Smartphone,Electronics,800.0,5,4000,10.52
CUST0134,Male,South,58.0,Monitor,Electronics,300.0,5,1500,19.72
CUST0129,Male,South,66.0,Mouse,Accessories,30.0,2,60,9.19
CUST0148,Female,West,67.0,Headphones,Accessories,100.0,2,200,19.58
CUST0211,Male,North,35.0,Smartphone,Electronics,800.0,5,4000,15.61
CUST0272,Male,South,52.0,Keyboard,Accessories,50.0,2,100,13.78
CUST0092,Female,East,32.0,Mouse,Accessories,30.0,5,150,15.68
CUST0203,Female,,33.0,Smartwatch,Wearables,200.0,1,200,14.86
CUST0109,Male,North,57.0,Smartwatch,Wearables,200.0,1,200,13.34
CUST0204,Female,South,54.0,Laptop,Electronics,1500.0,5,7500,5.02
CUST0291,Male,West,49.0,Smartwatch,Wearables,200.0,4,800,18.56
CUST0153,Female,South,40.0,Headphones,Accessories,100.0,5,500,14.22
CUST0220,Male,North,67.0,Headphones,Accessories,100.0,5,500,13.85
CUST0199,Female,North,41.0,Mouse,Accessories,30.0,3,90,18.37
CUST0245,Male,West,63.0,Smartphone,Electronics,800.0,2,1600,19.63
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,1,800,5.64
CUST0106,Male,North,50.0,Laptop,Electronics,1500.0,5,7500,15.14
CUST0174,Male,West,68.0,Mouse,Accessories,30.0,4,120,14.02
CUST0161,Male,West,62.0,Smartwatch,Wearables,200.0,3,600,17.9
CUST0204,Male,South,54.0,Smartphone,Electronics,800.0,1,800,7.77
CUST0062,Male,West,43.0,Smartwatch,Wearables,200.0,2,400,13.02
CUST0114,Male,South,60.0,Keyboard,Accessories,50.0,1,50,6.25
CUST0102,Male,West,25.0,Monitor,Electronics,300.0,3,900,9.94
CUST0140,Male,East,50.0,Smartphone,Electronics,800.0,1,800,10.36
CUST0142,Female,South,32.0,Smartphone,Electronics,800.0,1,800,8.45
CUST0016,Male,East,61.0,Smartphone,Electronics,800.0,2,1600,19.07
CUST0023,Male,South,,Keyboard,Accessories,50.0,5,250,10.03
CUST0008,Female,West,18.0,Mouse,Accessories,30.0,4,120,8.76
CUST0268,Male,North,21.0,Monitor,Electronics,300.0,2,600,5.69
CUST0162,Male,East,69.0,Headphones,Accessories,100.0,1,100,6.43
CUST0121,Female,West,66.0,Smartwatch,Wearables,200.0,5,1000,19.19
CUST0047,Female,West,41.0,Smartwatch,Wearables,200.0,3,600,10.92
CUST0148,Male,East,67.0,Keyboard,Accessories,50.0,5,250,11.17
CUST0251,Female,East,42.0,Smartphone,Electronics,800.0,3,2400,10.65
CUST0028,Female,West,50.0,Monitor,Electronics,300.0,1,300,14.36
CUST0174,Female,East,68.0,Headphones,Accessories,100.0,4,400,11.92
CUST0296,Female,East,50.0,Smartphone,Electronics,800.0,5,4000,13.43
CUST0085,Male,,,Smartphone,Electronics,800.0,1,800,16.2
CUST0281,Male,West,44.0,Laptop,Electronics,1500.0,5,7500,7.21
CUST0010,Female,East,37.0,Headphones,Accessories,100.0,3,300,7.41
CUST0186,Female,West,55.0,Laptop,Electronics,1500.0,1,1500,19.04
CUST0281,Female,North,44.0,Laptop,Electronics,1500.0,2,3000,9.87
CUST0031,Female,East,67.0,Smartphone,Electronics,800.0,5,4000,9.6
CUST0270,Female,East,,Headphones,Accessories,100.0,3,300,13.33
CUST0039,Female,North,60.0,Smartphone,Electronics,800.0,2,1600,19.2
CUST0063,Male,South,20.0,Keyboard,Accessories,50.0,1,50,17.61
CUST0097,Female,East,34.0,Smartwatch,Wearables,200.0,1,200,17.66
CUST0067,Female,North,19.0,Laptop,Electronics,1500.0,4,6000,14.45
CUST0124,Female,East,,Smartphone,Electronics,800.0,4,3200,19.17
CUST0284,Female,South,64.0,Monitor,Electronics,300.0,3,900,19.12
CUST0010,Male,West,37.0,Monitor,Electronics,300.0,1,300,9.72
CUST0276,Female,West,66.0,Monitor,Electronics,300.0,1,300,18.63
CUST0256,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,5.26
CUST0221,Female,South,33.0,Mouse,Accessories,30.0,2,60,15.69
CUST0062,Female,West,43.0,Monitor,Electronics,300.0,3,900,8.58
CUST0219,Female,South,48.0,Headphones,Accessories,207.30404083244343,1,100,9.55
CUST0053,Male,,25.0,Keyboard,Accessories,50.0,3,150,11.95
CUST0144,Female,South,54.0,Smartphone,Electronics,800.0,4,3200,7.86
CUST0081,Male,South,38.0,Monitor,Electronics,300.0,5,1500,12.67
CUST0044,Female,South,30.0,Monitor,Electronics,300.0,2,600,16.31
CUST0055,Female,South,45.0,Smartwatch,Wearables,200.0,3,600,18.24
CUST0272,Male,North,52.0,Mouse,Accessories,30.0,3,90,11.88
CUST0126,Female,South,66.0,Mouse,Accessories,30.0,2,60,5.53
CUST0167,Male,South,67.0,Smartwatch,Wearables,200.0,3,600,8.01
CUST0043,Female,South,22.0,Mouse,Accessories,30.0,4,120,19.24
CUST0201,Male,West,49.0,Monitor,Electronics,300.0,2,600,7.0
CUST0237,Male,South,65.0,Smartwatch,Wearables,200.0,3,600,6.94
CUST0028,Female,East,,Laptop,Electronics,1500.0,1,1500,6.62
CUST0150,Female,North,63.0,Monitor,Electronics,300.0,3,900,19.87
CUST0247,Male,South,44.0,Keyboard,Accessories,50.0,2,100,10.09
CUST0058,Female,East,42.0,Monitor,Electronics,300.0,2,600,6.22
CUST0281,Male,West,,Laptop,Electronics,1500.0,4,6000,7.66
CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,5.82
CUST0204,Male,East,54.0,Monitor,Electronics,300.0,4,1200,18.4
CUST0095,Female,North,60.0,Smartwatch,Wearables,200.0,2,400,18.88
CUST0272,Female,North,52.0,Smartwatch,Wearables,200.0,3,600,15.36
CUST0069,Male,East,,Monitor,Electronics,300.0,4,1200,16.88
CUST0202,Male,South,56.0,Headphones,Accessories,100.0,4,400,19.94
CUST0054,Female,North,64.0,Headphones,Accessories,100.0,1,100,10.32
CUST0187,Female,East,25.0,Keyboard,Accessories,50.0,4,200,7.33
CUST0065,Male,South,41.0,Smartphone,Electronics,800.0,5,4000,6.41
CUST0019,Male,West,69.0,Smartwatch,Wearables,200.0,1,200,12.86
CUST0054,Female,North,64.0,Keyboard,Accessories,50.0,1,50,13.13
